0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
100,100,98,99,98,98,98,99,100,98,98,96,97,96,95,91,73,83,86,93,96,97,99,100,99,97,96,93,96,98,94,95,94,90,93,99,98,98,95,97,95,83,83,91,92,102,96,99
100,100,99,100,99,99,99,100,100,98,97,94,96,96,93,85,71,75,86,94,96,99,100,100,100,100,98,95,96,100,93,92,92,83,87,90,94,93,91,92,82,79,78,81,99,100,100,100
100,100,100,99,98,100,100,100,99,100,100,99,99,99,97,94,87,82,89,96,98,100,100,100,100,99,99,98,98,100,98,97,97,93,93,96,96,98,96,94,91,84,85,85,89,100,88,100
100,100,100,99,99,100,100,100,98,98,99,98,99,98,94,90,87,81,91,97,99,100,100,100,100,99,99,98,100,99,95,93,93,89,90,94,94,97,93,92,90,84,84,87,89,100,89,100
98,98,96,97,93,96,96,97,95,95,96,96,98,98,98,97,94,91,93,93,96,97,99,99,97,96,93,95,97,97,94,95,93,90,90,91,93,96,92,94,93,89,90,94,94,96,95,96
97,98,97,97,94,97,95,91,88,91,90,92,94,93,92,91,88,85,89,90,92,95,98,98,96,95,95,92,94,82,56,65,89,85,85,87,90,88,86,86,88,84,77,87,88,92,88,93
95,96,95,97,93,96,92,87,85,88,86,88,90,88,88,85,83,81,85,86,89,92,96,96,95,94,94,88,91,73,24,36,85,82,82,84,88,84,82,85,84,80,75,83,85,88,85,88
87,89,84,82,83,89,85,73,71,82,78,80,81,79,79,76,42,51,76,78,79,84,89,89,90,85,81,80,84,66,15,10,14,39,40,74,79,75,74,69,72,63,61,74,75,81,62,79
81,84,83,82,81,83,79,67,65,76,71,73,75,73,73,66,27,37,69,72,72,76,77,83,84,81,78,76,78,60,12,7,9,27,26,59,72,69,67,66,67,51,61,68,70,77,57,74
85,85,83,85,85,85,79,80,78,76,69,71,77,75,75,58,26,33,74,74,74,74,65,83,84,77,76,76,79,59,21,14,20,36,26,44,73,70,70,66,68,46,69,76,77,81,72,77
93,96,93,92,93,97,95,94,92,87,77,48,86,81,79,51,32,39,72,84,85,85,69,95,95,94,90,90,92,76,38,24,31,42,41,49,82,79,73,72,74,40,61,70,71,87,68,85
96,99,96,96,97,100,97,97,95,90,79,50,85,81,69,43,30,32,58,85,85,87,74,98,98,98,94,94,95,80,46,28,32,41,50,56,79,78,77,72,68,49,50,64,92,88,67,89
98,99,99,98,98,100,96,96,96,90,84,81,76,60,37,27,23,19,28,65,76,86,93,100,98,97,94,92,96,84,57,31,25,31,53,70,83,80,77,66,56,41,31,46,90,90,55,94
99,99,98,97,98,99,97,99,99,95,88,87,66,37,32,36,28,28,28,36,72,87,95,100,99,97,95,91,98,92,54,31,31,32,36,53,88,81,72,59,35,31,34,41,73,93,63,97
99,99,97,96,97,99,99,99,99,98,94,93,90,89,86,86,83,84,83,86,82,91,97,100,99,97,94,94,99,95,84,83,80,83,81,85,90,89,85,89,84,83,72,83,88,95,90,98
95,96,94,94,93,96,92,93,94,90,85,82,82,77,68,82,66,68,75,78,78,82,90,95,93,90,90,89,95,89,75,71,79,76,56,78,84,83,78,78,75,70,76,78,81,88,83,93
97,98,97,96,96,98,95,96,97,93,88,84,84,77,69,84,69,69,78,81,80,85,92,98,96,93,92,93,97,91,78,74,82,78,48,79,86,85,85,81,77,71,78,80,84,91,86,96
