0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
98,98,97,98,97,95,94,92,93,96,95,92,92,90,88,85,82,77,81,83,86,91,94,97,97,97,95,90,86,92,92,89,90,90,88,87,88,88,86,83,82,70,38,47,64,88,69,94
98,98,97,98,95,94,94,92,93,96,95,92,92,90,88,85,82,77,81,83,86,91,94,97,97,97,93,87,85,92,92,89,90,90,88,87,88,83,86,83,78,67,38,47,67,88,74,94
94,95,97,93,92,91,92,90,89,90,94,92,92,91,89,88,84,79,81,86,87,91,94,93,94,93,93,91,90,90,89,89,90,90,89,90,90,90,88,88,84,83,77,80,81,90,90,84
99,98,99,97,97,96,97,98,97,97,99,96,98,97,94,93,87,86,90,96,96,98,99,99,98,97,96,94,95,97,97,95,96,95,95,96,95,95,95,93,93,86,87,88,91,97,91,98
97,97,96,96,95,94,96,97,95,96,95,93,94,92,84,51,44,44,85,93,95,97,98,97,96,95,95,92,94,96,94,90,88,91,91,93,91,92,93,87,88,82,86,86,89,97,90,98
98,98,97,97,97,96,97,97,97,97,95,92,92,91,86,84,79,79,66,86,95,96,98,98,96,95,94,91,95,96,93,88,91,91,91,91,92,92,90,88,84,86,88,90,97,96,97,97
100,100,99,99,100,99,100,100,100,100,100,100,100,100,99,97,92,89,49,91,99,100,100,100,100,99,96,95,97,100,98,96,99,97,97,79,88,86,82,87,80,82,81,84,84,84,88,100
100,99,99,99,96,96,100,100,100,100,100,100,100,99,100,99,98,95,97,96,100,100,100,100,100,98,97,97,99,100,100,100,100,100,99,99,100,96,99,100,90,96,93,98,98,100,98,100
100,100,99,99,99,98,100,100,100,100,100,100,100,100,99,97,96,94,96,95,100,100,100,100,100,99,96,97,99,100,99,99,100,99,99,98,100,99,99,97,88,92,89,94,95,100,95,100
99,98,97,97,99,96,97,98,98,97,96,93,93,87,76,77,80,77,86,87,91,94,96,99,97,96,93,94,97,95,89,59,51,88,87,89,91,83,88,89,80,84,61,67,86,94,88,98
100,99,97,98,98,99,98,99,99,97,95,94,93,91,80,50,42,36,30,69,84,92,96,100,100,98,90,93,98,98,90,58,51,87,86,83,47,32,84,79,63,36,25,29,73,95,75,99
91,91,90,91,91,89,86,90,90,86,82,81,81,78,73,62,42,23,23,59,69,75,83,91,92,90,87,87,89,86,80,75,75,78,80,77,80,80,77,70,74,22,19,38,81,84,82,91
94,94,93,93,94,92,89,92,92,88,85,83,83,81,75,66,45,27,27,61,72,78,85,94,94,93,89,89,92,89,82,78,78,80,81,79,79,74,73,68,60,21,18,41,61,86,67,94
100,100,100,99,100,99,98,99,100,98,95,92,94,93,81,69,51,38,48,68,85,90,96,100,100,100,97,97,100,99,87,73,70,74,73,82,91,84,82,78,61,19,21,46,54,96,70,100
100,100,100,100,100,100,100,100,100,100,99,94,100,100,76,46,30,21,30,65,95,98,100,100,100,100,100,100,100,100,76,45,38,47,46,76,95,93,81,46,16,14,13,39,55,100,68,100
97,100,99,100,99,98,95,95,95,88,66,56,77,57,29,22,19,17,22,30,54,79,92,97,99,99,96,95,97,65,24,17,20,20,20,22,45,60,32,24,15,16,18,25,48,88,68,96
97,99,99,99,99,98,96,96,95,82,45,32,46,38,25,22,22,20,24,27,35,58,93,97,99,99,99,98,98,54,22,17,20,20,21,23,35,36,32,24,23,21,25,30,54,86,65,97
99,100,99,99,99,97,95,95,91,77,51,47,48,48,48,48,48,37,44,46,48,50,90,99,99,99,98,98,96,57,45,45,47,47,46,47,46,46,57,53,46,45,50,50,64,86,80,97
100,99,99,99,97,97,95,97,95,91,86,88,89,88,88,87,86,78,77,81,82,83,94,100,100,97,95,94,98,77,64,55,71,75,82,83,84,85,85,86,85,83,81,81,85,93,88,99
97,97,97,96,92,95,92,94,93,92,89,90,91,90,89,88,87,84,80,82,83,86,92,98,97,93,89,88,94,76,54,41,64,71,83,85,89,86,87,87,86,85,70,84,86,90,88,96
100,99,98,97,98,100,98,100,100,98,94,96,98,98,97,95,94,91,88,89,90,92,98,100,99,98,93,94,99,84,63,55,73,78,88,91,94,94,94,92,91,90,91,91,93,96,95,100
100,100,100,100,100,100,100,100,100,100,98,100,100,100,99,98,97,95,94,96,96,98,100,100,100,99,98,99,100,90,75,80,83,87,92,95,97,99,98,98,99,90,94,94,95,98,95,100
100,100,100,100,100,100,99,99,100,99,97,98,98,98,94,89,87,87,88,89,90,93,98,99,98,98,99,99,100,87,71,61,56,88,88,91,94,97,94,94,94,82,83,87,88,90,89,96
100,95,99,98,97,98,97,99,100,97,98,96,95,92,93,87,85,88,86,89,90,96,92,100,100,97,94,96,92,93,83,47,28,88,68,72,66,69,75,79,84,81,84,88,89,90,89,97
99,98,99,99,98,98,96,97,97,97,94,95,96,95,95,92,91,89,89,92,93,93,97,99,98,98,98,97,97,94,85,81,61,81,88,90,90,90,88,89,89,78,67,71,78,91,79,97
100,100,99,95,97,99,97,93,99,100,100,100,100,100,100,100,100,100,100,100,100,99,100,100,99,99,95,95,98,99,86,60,99,96,98,100,100,91,99,94,98,96,95,95,95,98,96,100
98,98,95,94,96,98,93,90,96,96,94,94,97,100,100,100,100,100,100,100,100,99,100,100,98,95,93,89,94,96,73,45,82,85,91,93,92,93,93,92,91,88,87,89,94,95,93,99
93,94,91,91,91,93,89,89,92,88,83,82,90,98,97,95,49,67,94,96,95,97,99,94,95,91,88,78,87,90,57,28,45,60,81,84,86,82,83,84,81,71,77,81,88,89,84,93
